payment_id,order_id,payment_method,payment_status
2377,2377,Card,Paid
2378,2378,Bank Transfer,Paid
2379,2379,Cash,Paid
2380,2380,Cash,Paid
2381,2381,Card,Paid
2382,2382,Cash,Refunded
2383,2383,Cash,Paid
2384,2384,Bank Transfer,Paid
2385,2385,Card,Paid
2386,2386,Cash,Paid
2387,2387,Cash,Paid
2388,2388,Bank Transfer,Paid
2389,2389,Bank Transfer,Paid
2390,2390,Bank Transfer,Refunded
2391,2391,Bank Transfer,Pending
2392,2392,Card,Refunded
2393,2393,Bank Transfer,Paid
2394,2394,Card,Paid
2395,2395,Cash,Pending
2396,2396,Cash,Paid
2397,2397,Bank Transfer,Paid
2398,2398,Bank Transfer,Paid
2399,2399,Bank Transfer,Pending
2400,2400,Cash,Paid
2401,2401,Cash,Paid
2402,2402,Cash,Paid
2403,2403,Card,Paid
2404,2404,Cash,Paid
2405,2405,Bank Transfer,Paid
2406,2406,Card,Paid
2407,2407,Card,Paid
2408,2408,Card,Paid
2409,2409,Cash,Paid
2410,2410,Cash,Paid
2411,2411,Cash,Paid
2412,2412,Cash,Paid
2413,2413,Bank Transfer,Paid
2414,2414,Card,Paid
2415,2415,Card,Pending
2416,2416,Card,Paid
2417,2417,Card,Paid
2418,2418,Card,Pending
2419,2419,Bank Transfer,Paid
2420,2420,Bank Transfer,Paid
2421,2421,Card,Paid
2422,2422,Card,Paid
2423,2423,Cash,Paid
2424,2424,Card,Paid
2425,2425,Bank Transfer,Paid
2426,2426,Cash,Paid
2427,2427,Bank Transfer,Paid
2428,2428,Cash,Paid
2429,2429,Cash,Paid
2430,2430,Card,Paid
2431,2431,Bank Transfer,Paid
2432,2432,Bank Transfer,Paid
2433,2433,Card,Paid
2434,2434,Cash,Paid
2435,2435,Cash,Refunded
2436,2436,Bank Transfer,Paid
2437,2437,Card,Paid
2438,2438,Card,Pending
2439,2439,Bank Transfer,Paid
2440,2440,Cash,Pending
2441,2441,Cash,Paid
2442,2442,Card,Refunded
2443,2443,Cash,Paid
2444,2444,Cash,Paid
2445,2445,Cash,Refunded
2446,2446,Bank Transfer,Paid
2447,2447,Card,Pending
2448,2448,Bank Transfer,Paid
2449,2449,Bank Transfer,Paid
2450,2450,Cash,Paid
2451,2451,Card,Refunded
2452,2452,Cash,Paid
2453,2453,Card,Paid
2454,2454,Cash,Paid
2455,2455,Card,Refunded
2456,2456,Card,Paid
2457,2457,Cash,Paid
2458,2458,Cash,Paid
2459,2459,Bank Transfer,Paid
2460,2460,Bank Transfer,Paid
2461,2461,Card,Paid
2462,2462,Cash,Paid
2463,2463,Cash,Paid
2464,2464,Bank Transfer,Paid
2465,2465,Cash,Paid
2466,2466,Card,Paid
2467,2467,Card,Paid
2468,2468,Card,Paid
2469,2469,Bank Transfer,Paid
2470,2470,Card,Paid
2471,2471,Bank Transfer,Paid
2472,2472,Bank Transfer,Pending
2473,2473,Card,Paid
2474,2474,Bank Transfer,Paid
2475,2475,Bank Transfer,Paid
2476,2476,Card,Paid
2477,2477,Card,Pending
2478,2478,Bank Transfer,Paid
2479,2479,Bank Transfer,Paid
2480,2480,Cash,Paid
2481,2481,Card,Paid
2482,2482,Cash,Paid
2483,2483,Bank Transfer,Pending
2484,2484,Cash,Paid
2485,2485,Bank Transfer,Paid
2486,2486,Cash,Paid
2487,2487,Bank Transfer,Pending
2488,2488,Bank Transfer,Refunded
2489,2489,Bank Transfer,Refunded
2490,2490,Card,Paid
2491,2491,Bank Transfer,Paid
2492,2492,Card,Paid
2493,2493,Bank Transfer,Paid
2494,2494,Cash,Paid
2495,2495,Bank Transfer,Paid
2496,2496,Bank Transfer,Paid
2497,2497,Cash,Paid
2498,2498,Bank Transfer,Paid
2499,2499,Bank Transfer,Paid
2500,2500,Bank Transfer,Paid
2501,2501,Cash,Paid
2502,2502,Bank Transfer,Paid
2503,2503,Card,Paid
2504,2504,Card,Paid
2505,2505,Card,Paid
2506,2506,Card,Paid
2507,2507,Cash,Paid
2508,2508,Bank Transfer,Pending
2509,2509,Card,Paid
2510,2510,Bank Transfer,Paid
2511,2511,Bank Transfer,Pending
2512,2512,Cash,Paid
2513,2513,Bank Transfer,Paid
2514,2514,Card,Pending
2515,2515,Card,Paid
2516,2516,Cash,Paid
2517,2517,Card,Refunded
2518,2518,Card,Paid
2519,2519,Cash,Paid
2520,2520,Cash,Paid
2521,2521,Card,Paid
2522,2522,Cash,Paid
2523,2523,Cash,Refunded
2524,2524,Card,Paid
2525,2525,Card,Paid
2526,2526,Cash,Paid
2527,2527,Bank Transfer,Paid
2528,2528,Bank Transfer,Paid
2529,2529,Card,Paid
2530,2530,Card,Pending
2531,2531,Bank Transfer,Pending
2532,2532,Cash,Paid
2533,2533,Bank Transfer,Paid
2534,2534,Bank Transfer,Paid
2535,2535,Card,Paid
2536,2536,Cash,Paid
2537,2537,Bank Transfer,Paid
2538,2538,Cash,Paid
2539,2539,Card,Paid
2540,2540,Bank Transfer,Refunded
2541,2541,Card,Paid
2542,2542,Bank Transfer,Paid
2543,2543,Cash,Paid
2544,2544,Card,Paid
2545,2545,Cash,Paid
2546,2546,Bank Transfer,Paid
2547,2547,Card,Paid
2548,2548,Cash,Paid
2549,2549,Cash,Pending
2550,2550,Bank Transfer,Paid
2551,2551,Card,Paid
2552,2552,Cash,Paid
2553,2553,Card,Paid
2554,2554,Card,Paid
2555,2555,Card,Paid
2556,2556,Card,Paid
2557,2557,Bank Transfer,Paid
2558,2558,Cash,Paid
2559,2559,Card,Paid
2560,2560,Cash,Paid
2561,2561,Cash,Refunded
2562,2562,Cash,Paid
2563,2563,Bank Transfer,Paid
2564,2564,Card,Paid
2565,2565,Card,Paid
2566,2566,Cash,Paid
2567,2567,Cash,Paid
2568,2568,Bank Transfer,Paid
2569,2569,Bank Transfer,Paid
2570,2570,Cash,Paid
2571,2571,Card,Paid
2572,2572,Bank Transfer,Paid
2573,2573,Card,Paid
2574,2574,Bank Transfer,Paid
2575,2575,Card,Paid
2576,2576,Cash,Refunded
2577,2577,Bank Transfer,Paid
2578,2578,Cash,Paid
2579,2579,Bank Transfer,Paid
2580,2580,Cash,Paid
2581,2581,Bank Transfer,Refunded
2582,2582,Bank Transfer,Refunded
2583,2583,Bank Transfer,Paid
2584,2584,Card,Pending
2585,2585,Card,Paid
2586,2586,Bank Transfer,Paid
2587,2587,Cash,Paid
2588,2588,Cash,Paid
2589,2589,Bank Transfer,Pending
2590,2590,Card,Paid
2591,2591,Card,Paid
2592,2592,Card,Refunded
2593,2593,Card,Paid
2594,2594,Cash,Paid
2595,2595,Bank Transfer,Paid
2596,2596,Bank Transfer,Paid
2597,2597,Bank Transfer,Paid
2598,2598,Cash,Paid
2599,2599,Card,Paid
2600,2600,Card,Paid
2601,2601,Cash,Paid
2602,2602,Cash,Refunded
2603,2603,Bank Transfer,Paid
2604,2604,Bank Transfer,Paid
2605,2605,Cash,Paid
2606,2606,Cash,Paid
2607,2607,Cash,Paid
2608,2608,Card,Paid
2609,2609,Bank Transfer,Paid
2610,2610,Cash,Pending
2611,2611,Cash,Paid
2612,2612,Card,Paid
2613,2613,Cash,Paid
2614,2614,Bank Transfer,Paid
2615,2615,Card,Paid
2616,2616,Cash,Paid
2617,2617,Bank Transfer,Paid
2618,2618,Bank Transfer,Paid
2619,2619,Card,Refunded
2620,2620,Bank Transfer,Pending
2621,2621,Card,Pending
2622,2622,Bank Transfer,Paid
2623,2623,Cash,Paid
2624,2624,Card,Paid
2625,2625,Bank Transfer,Paid
2626,2626,Card,Paid
2627,2627,Bank Transfer,Paid
2628,2628,Card,Paid
2629,2629,Cash,Paid
2630,2630,Card,Paid
2631,2631,Card,Paid
2632,2632,Cash,Paid
2633,2633,Bank Transfer,Paid
2634,2634,Cash,Refunded
2635,2635,Card,Paid
2636,2636,Cash,Paid
2637,2637,Cash,Pending
2638,2638,Card,Paid
2639,2639,Card,Refunded
2640,2640,Cash,Paid
2641,2641,Card,Paid
2642,2642,Bank Transfer,Paid
2643,2643,Bank Transfer,Paid
2644,2644,Bank Transfer,Paid
2645,2645,Bank Transfer,Paid
2646,2646,Cash,Paid
2647,2647,Cash,Paid
2648,2648,Cash,Paid
2649,2649,Card,Paid
2650,2650,Cash,Paid
2651,2651,Cash,Paid
2652,2652,Card,Paid
2653,2653,Card,Paid
2654,2654,Card,Pending
2655,2655,Bank Transfer,Paid
2656,2656,Cash,Paid
2657,2657,Cash,Paid
2658,2658,Cash,Paid
2659,2659,Card,Paid
2660,2660,Cash,Paid
2661,2661,Bank Transfer,Paid
2662,2662,Cash,Pending
2663,2663,Cash,Paid
2664,2664,Card,Paid
2665,2665,Bank Transfer,Paid
2666,2666,Cash,Paid
2667,2667,Card,Paid
2668,2668,Bank Transfer,Paid
2669,2669,Bank Transfer,Pending
2670,2670,Card,Paid
2671,2671,Card,Paid
2672,2672,Card,Paid
2673,2673,Card,Paid
2674,2674,Card,Paid
2675,2675,Card,Paid
2676,2676,Cash,Paid
2677,2677,Card,Pending
2678,2678,Card,Paid
2679,2679,Bank Transfer,Pending
2680,2680,Bank Transfer,Paid
2681,2681,Bank Transfer,Paid
2682,2682,Card,Paid
2683,2683,Card,Pending
2684,2684,Cash,Paid
2685,2685,Cash,Paid
2686,2686,Cash,Paid
2687,2687,Cash,Paid
2688,2688,Card,Pending
2689,2689,Bank Transfer,Paid
2690,2690,Card,Paid
2691,2691,Card,Refunded
2692,2692,Card,Paid
2693,2693,Card,Pending
2694,2694,Bank Transfer,Paid
2695,2695,Bank Transfer,Paid
2696,2696,Cash,Paid
2697,2697,Card,Paid
2698,2698,Cash,Paid
2699,2699,Bank Transfer,Paid
2700,2700,Bank Transfer,Paid
2701,2701,Cash,Paid
2702,2702,Bank Transfer,Paid
2703,2703,Bank Transfer,Pending
2704,2704,Card,Pending
2705,2705,Card,Refunded
2706,2706,Bank Transfer,Paid
2707,2707,Bank Transfer,Paid
2708,2708,Cash,Paid
2709,2709,Cash,Paid
2710,2710,Bank Transfer,Paid
2711,2711,Card,Paid
2712,2712,Card,Paid
2713,2713,Cash,Paid
2714,2714,Card,Paid
2715,2715,Card,Paid
2716,2716,Cash,Paid
2717,2717,Cash,Paid
2718,2718,Card,Paid
2719,2719,Cash,Paid
2720,2720,Bank Transfer,Paid
2721,2721,Cash,Paid
2722,2722,Bank Transfer,Paid
2723,2723,Bank Transfer,Refunded
2724,2724,Bank Transfer,Pending
2725,2725,Cash,Paid
2726,2726,Cash,Paid
2727,2727,Cash,Paid
2728,2728,Bank Transfer,Paid
2729,2729,Cash,Paid
2730,2730,Card,Paid
2731,2731,Card,Paid
2732,2732,Cash,Paid
2733,2733,Bank Transfer,Refunded
2734,2734,Cash,Paid
2735,2735,Card,Paid
2736,2736,Bank Transfer,Paid
2737,2737,Cash,Paid
2738,2738,Cash,Paid
2739,2739,Bank Transfer,Refunded
2740,2740,Bank Transfer,Paid
2741,2741,Card,Paid
2742,2742,Cash,Pending
2743,2743,Card,Paid
2744,2744,Card,Paid
2745,2745,Bank Transfer,Paid
2746,2746,Cash,Paid
2747,2747,Card,Paid
2748,2748,Card,Paid
2749,2749,Bank Transfer,Paid
2750,2750,Cash,Paid
2751,2751,Cash,Pending
2752,2752,Card,Paid
2753,2753,Bank Transfer,Paid
2754,2754,Cash,Paid
2755,2755,Cash,Paid
2756,2756,Card,Paid
2757,2757,Cash,Paid
2758,2758,Cash,Pending
2759,2759,Cash,Paid
2760,2760,Cash,Paid
2761,2761,Card,Paid
2762,2762,Cash,Paid
2763,2763,Cash,Pending
2764,2764,Bank Transfer,Paid
2765,2765,Card,Pending
2766,2766,Cash,Paid
2767,2767,Bank Transfer,Pending
2768,2768,Card,Paid
2769,2769,Cash,Paid
2770,2770,Bank Transfer,Paid
2771,2771,Card,Refunded
2772,2772,Cash,Paid
2773,2773,Bank Transfer,Paid
2774,2774,Card,Paid
2775,2775,Bank Transfer,Paid
2776,2776,Bank Transfer,Paid
2777,2777,Cash,Paid
2778,2778,Bank Transfer,Paid
2779,2779,Cash,Paid
2780,2780,Cash,Paid
2781,2781,Bank Transfer,Paid
2782,2782,Bank Transfer,Paid
2783,2783,Bank Transfer,Paid
2784,2784,Bank Transfer,Paid
2785,2785,Card,Paid
2786,2786,Cash,Paid
2787,2787,Bank Transfer,Paid
2788,2788,Card,Paid
2789,2789,Bank Transfer,Paid
2790,2790,Card,Paid
2791,2791,Cash,Paid
2792,2792,Bank Transfer,Pending
2793,2793,Card,Paid
2794,2794,Card,Paid
2795,2795,Cash,Pending
2796,2796,Bank Transfer,Refunded
2797,2797,Bank Transfer,Paid
2798,2798,Cash,Paid
2799,2799,Cash,Refunded
2800,2800,Cash,Paid
2801,2801,Card,Paid
2802,2802,Card,Paid
2803,2803,Cash,Paid
2804,2804,Bank Transfer,Paid
2805,2805,Card,Pending
2806,2806,Cash,Paid
2807,2807,Card,Paid
2808,2808,Card,Paid
2809,2809,Cash,Paid
2810,2810,Bank Transfer,Paid
2811,2811,Bank Transfer,Refunded
2812,2812,Card,Paid
2813,2813,Bank Transfer,Paid
2814,2814,Bank Transfer,Paid
2815,2815,Cash,Paid
2816,2816,Cash,Paid
2817,2817,Cash,Paid
2818,2818,Bank Transfer,Paid
2819,2819,Bank Transfer,Paid
2820,2820,Cash,Paid
2821,2821,Bank Transfer,Paid
2822,2822,Cash,Paid
2823,2823,Card,Paid
2824,2824,Card,Paid
2825,2825,Bank Transfer,Pending
2826,2826,Bank Transfer,Paid
2827,2827,Bank Transfer,Paid
2828,2828,Bank Transfer,Paid
2829,2829,Card,Refunded
2830,2830,Cash,Paid
2831,2831,Card,Paid
2832,2832,Cash,Paid
2833,2833,Bank Transfer,Refunded
2834,2834,Cash,Paid
2835,2835,Cash,Paid
2836,2836,Cash,Paid
2837,2837,Cash,Paid
2838,2838,Card,Paid
2839,2839,Bank Transfer,Paid
2840,2840,Bank Transfer,Paid
2841,2841,Cash,Pending
2842,2842,Bank Transfer,Paid
2843,2843,Card,Paid
2844,2844,Cash,Paid
2845,2845,Bank Transfer,Paid
2846,2846,Bank Transfer,Paid
2847,2847,Cash,Paid
2848,2848,Card,Paid
2849,2849,Cash,Paid
2850,2850,Cash,Paid
2851,2851,Bank Transfer,Paid
2852,2852,Bank Transfer,Paid
2853,2853,Cash,Paid
2854,2854,Cash,Pending
2855,2855,Bank Transfer,Pending
2856,2856,Cash,Refunded
2857,2857,Card,Pending
2858,2858,Cash,Refunded
2859,2859,Card,Paid
2860,2860,Cash,Refunded
2861,2861,Cash,Paid
2862,2862,Cash,Paid
2863,2863,Bank Transfer,Paid
2864,2864,Bank Transfer,Paid
2865,2865,Bank Transfer,Pending
2866,2866,Bank Transfer,Paid
2867,2867,Bank Transfer,Paid
2868,2868,Bank Transfer,Paid
2869,2869,Cash,Paid
2870,2870,Card,Paid
2871,2871,Bank Transfer,Paid
2872,2872,Bank Transfer,Paid
2873,2873,Cash,Pending
2874,2874,Bank Transfer,Paid
2875,2875,Cash,Paid
2876,2876,Bank Transfer,Paid
2877,2877,Card,Paid
2878,2878,Bank Transfer,Paid
2879,2879,Bank Transfer,Pending
2880,2880,Cash,Pending
2881,2881,Bank Transfer,Paid
2882,2882,Cash,Paid
2883,2883,Card,Paid
2884,2884,Bank Transfer,Pending
2885,2885,Cash,Pending
2886,2886,Card,Paid
2887,2887,Card,Paid
2888,2888,Cash,Paid
2889,2889,Cash,Pending
2890,2890,Bank Transfer,Paid
2891,2891,Card,Paid
2892,2892,Card,Paid
2893,2893,Cash,Paid
2894,2894,Card,Paid
2895,2895,Cash,Paid
2896,2896,Bank Transfer,Paid
2897,2897,Cash,Paid
2898,2898,Bank Transfer,Paid
2899,2899,Cash,Paid
2900,2900,Bank Transfer,Paid
2901,2901,Card,Paid
2902,2902,Cash,Paid
2903,2903,Cash,Paid
2904,2904,Cash,Refunded
2905,2905,Bank Transfer,Paid
2906,2906,Cash,Paid
2907,2907,Cash,Paid
2908,2908,Card,Pending
2909,2909,Cash,Paid
2910,2910,Cash,Paid
2911,2911,Cash,Paid
2912,2912,Cash,Paid
2913,2913,Card,Paid
2914,2914,Cash,Pending
2915,2915,Cash,Paid
2916,2916,Card,Paid
2917,2917,Bank Transfer,Paid
2918,2918,Bank Transfer,Paid
2919,2919,Card,Pending
2920,2920,Card,Paid
2921,2921,Bank Transfer,Paid
2922,2922,Cash,Paid
2923,2923,Bank Transfer,Refunded
2924,2924,Cash,Paid
2925,2925,Card,Pending
2926,2926,Card,Paid
2927,2927,Card,Paid
2928,2928,Bank Transfer,Paid
2929,2929,Card,Paid
2930,2930,Bank Transfer,Paid
2931,2931,Cash,Paid
2932,2932,Cash,Paid
2933,2933,Cash,Paid
2934,2934,Card,Paid
2935,2935,Cash,Paid
2936,2936,Card,Pending
2937,2937,Bank Transfer,Paid
2938,2938,Card,Paid
2939,2939,Cash,Paid
2940,2940,Card,Paid
2941,2941,Card,Paid
2942,2942,Bank Transfer,Paid
2943,2943,Card,Pending
2944,2944,Cash,Refunded
2945,2945,Card,Paid
2946,2946,Card,Paid
2947,2947,Cash,Paid
2948,2948,Card,Paid
2949,2949,Bank Transfer,Paid
2950,2950,Cash,Paid
2951,2951,Cash,Paid
2952,2952,Card,Paid
2953,2953,Bank Transfer,Paid
2954,2954,Bank Transfer,Pending
2955,2955,Cash,Paid
2956,2956,Cash,Paid
2957,2957,Card,Paid
2958,2958,Cash,Paid
2959,2959,Bank Transfer,Paid
2960,2960,Card,Paid
2961,2961,Card,Paid
2962,2962,Bank Transfer,Paid
2963,2963,Bank Transfer,Paid
2964,2964,Cash,Paid
2965,2965,Bank Transfer,Paid
2966,2966,Card,Paid
2967,2967,Card,Paid
2968,2968,Bank Transfer,Paid
2969,2969,Cash,Paid
2970,2970,Card,Paid
2971,2971,Cash,Paid
2972,2972,Bank Transfer,Paid
2973,2973,Cash,Paid
2974,2974,Card,Paid
2975,2975,Bank Transfer,Paid
2976,2976,Card,Paid
2977,2977,Card,Paid
2978,2978,Bank Transfer,Paid
2979,2979,Cash,Paid
2980,2980,Bank Transfer,Paid
2981,2981,Card,Paid
2982,2982,Card,Paid
2983,2983,Card,Paid
2984,2984,Bank Transfer,Paid
2985,2985,Bank Transfer,Paid
2986,2986,Bank Transfer,Refunded
2987,2987,Bank Transfer,Paid
2988,2988,Cash,Paid
2989,2989,Card,Pending
2990,2990,Cash,Paid
2991,2991,Card,Paid
2992,2992,Card,Paid
2993,2993,Cash,Paid
2994,2994,Bank Transfer,Paid
2995,2995,Card,Paid
2996,2996,Bank Transfer,Paid
2997,2997,Cash,Paid
2998,2998,Card,Paid
2999,2999,Bank Transfer,Paid
3000,3000,Cash,Pending
3001,3001,Card,Paid
3002,3002,Cash,Pending
3003,3003,Bank Transfer,Paid
3004,3004,Card,Paid
3005,3005,Card,Paid
3006,3006,Card,Paid
3007,3007,Cash,Paid
3008,3008,Cash,Paid
3009,3009,Cash,Paid
3010,3010,Cash,Paid
3011,3011,Bank Transfer,Refunded
3012,3012,Cash,Paid
3013,3013,Cash,Paid
3014,3014,Cash,Paid
3015,3015,Bank Transfer,Paid
3016,3016,Bank Transfer,Paid
3017,3017,Card,Paid
3018,3018,Cash,Paid
3019,3019,Card,Paid
3020,3020,Card,Paid
3021,3021,Bank Transfer,Paid
3022,3022,Bank Transfer,Paid
3023,3023,Card,Paid
3024,3024,Card,Paid
3025,3025,Cash,Paid
3026,3026,Bank Transfer,Paid
3027,3027,Bank Transfer,Pending
3028,3028,Card,Paid
3029,3029,Bank Transfer,Paid
3030,3030,Card,Refunded
3031,3031,Card,Paid
3032,3032,Bank Transfer,Paid
3033,3033,Cash,Refunded
3034,3034,Bank Transfer,Paid
3035,3035,Card,Refunded
3036,3036,Card,Paid
3037,3037,Cash,Paid
3038,3038,Card,Paid
3039,3039,Cash,Paid
3040,3040,Bank Transfer,Paid
3041,3041,Cash,Paid
3042,3042,Card,Paid
3043,3043,Card,Pending
3044,3044,Cash,Paid
3045,3045,Bank Transfer,Pending
3046,3046,Cash,Paid
3047,3047,Card,Paid
3048,3048,Bank Transfer,Paid
3049,3049,Cash,Paid
3050,3050,Cash,Paid
3051,3051,Cash,Paid
3052,3052,Card,Paid
3053,3053,Card,Paid
3054,3054,Card,Paid
3055,3055,Bank Transfer,Paid
3056,3056,Bank Transfer,Paid
3057,3057,Bank Transfer,Paid
3058,3058,Card,Pending
3059,3059,Bank Transfer,Paid
3060,3060,Bank Transfer,Pending
3061,3061,Cash,Pending
3062,3062,Card,Paid
3063,3063,Cash,Refunded
3064,3064,Card,Paid
3065,3065,Card,Pending
3066,3066,Bank Transfer,Paid
3067,3067,Cash,Paid
3068,3068,Cash,Paid
3069,3069,Bank Transfer,Pending
3070,3070,Cash,Paid
3071,3071,Cash,Paid
3072,3072,Card,Paid
3073,3073,Cash,Paid
3074,3074,Cash,Paid
3075,3075,Card,Paid
3076,3076,Bank Transfer,Paid
3077,3077,Card,Paid
3078,3078,Bank Transfer,Paid
3079,3079,Bank Transfer,Paid
3080,3080,Card,Pending
3081,3081,Card,Paid
3082,3082,Bank Transfer,Pending
3083,3083,Card,Refunded
3084,3084,Card,Paid
3085,3085,Cash,Pending
3086,3086,Card,Paid
3087,3087,Card,Paid
3088,3088,Cash,Paid
3089,3089,Bank Transfer,Paid
3090,3090,Bank Transfer,Pending
3091,3091,Card,Paid
3092,3092,Card,Paid
3093,3093,Bank Transfer,Paid
3094,3094,Card,Paid
3095,3095,Bank Transfer,Paid
3096,3096,Bank Transfer,Paid
3097,3097,Cash,Paid
3098,3098,Cash,Paid
3099,3099,Card,Paid
3100,3100,Card,Paid
3101,3101,Bank Transfer,Paid
3102,3102,Card,Pending
3103,3103,Cash,Paid
3104,3104,Bank Transfer,Paid
3105,3105,Bank Transfer,Paid
3106,3106,Card,Paid
3107,3107,Bank Transfer,Paid
3108,3108,Bank Transfer,Paid
3109,3109,Bank Transfer,Paid
3110,3110,Cash,Paid
3111,3111,Bank Transfer,Paid
3112,3112,Cash,Paid
3113,3113,Bank Transfer,Paid
3114,3114,Card,Paid
3115,3115,Card,Paid
3116,3116,Bank Transfer,Paid
3117,3117,Card,Paid
3118,3118,Cash,Paid
3119,3119,Bank Transfer,Paid
3120,3120,Cash,Paid
3121,3121,Bank Transfer,Paid
3122,3122,Cash,Paid
3123,3123,Card,Paid
3124,3124,Cash,Paid
3125,3125,Cash,Paid
3126,3126,Card,Paid
3127,3127,Card,Paid
3128,3128,Bank Transfer,Paid
3129,3129,Bank Transfer,Paid
3130,3130,Cash,Paid
3131,3131,Bank Transfer,Paid
3132,3132,Cash,Paid
3133,3133,Bank Transfer,Pending
3134,3134,Card,Paid
3135,3135,Card,Paid
3136,3136,Card,Paid
3137,3137,Card,Refunded
3138,3138,Cash,Paid
3139,3139,Card,Paid
3140,3140,Card,Paid
3141,3141,Card,Paid
3142,3142,Card,Paid
3143,3143,Bank Transfer,Paid
3144,3144,Cash,Paid
3145,3145,Cash,Refunded
3146,3146,Bank Transfer,Paid
3147,3147,Bank Transfer,Paid
3148,3148,Cash,Paid
3149,3149,Cash,Paid
3150,3150,Bank Transfer,Paid
3151,3151,Card,Paid
3152,3152,Cash,Paid
3153,3153,Bank Transfer,Paid
3154,3154,Card,Paid
3155,3155,Card,Paid
3156,3156,Bank Transfer,Paid
3157,3157,Cash,Paid
3158,3158,Cash,Pending
3159,3159,Card,Paid
3160,3160,Bank Transfer,Pending
3161,3161,Card,Pending
3162,3162,Card,Paid
3163,3163,Card,Refunded
3164,3164,Bank Transfer,Paid
3165,3165,Cash,Paid
3166,3166,Card,Paid
3167,3167,Cash,Paid
3168,3168,Cash,Paid
3169,3169,Bank Transfer,Paid
3170,3170,Cash,Paid
3171,3171,Cash,Pending
3172,3172,Card,Paid
3173,3173,Bank Transfer,Paid
3174,3174,Bank Transfer,Pending
3175,3175,Card,Paid
3176,3176,Card,Pending
3177,3177,Cash,Refunded
3178,3178,Cash,Pending
3179,3179,Bank Transfer,Paid
3180,3180,Bank Transfer,Paid
3181,3181,Cash,Paid
3182,3182,Card,Paid
3183,3183,Bank Transfer,Paid
3184,3184,Card,Paid
3185,3185,Cash,Paid
3186,3186,Bank Transfer,Paid
3187,3187,Bank Transfer,Paid
3188,3188,Cash,Paid
3189,3189,Cash,Paid
3190,3190,Card,Paid
3191,3191,Card,Paid
3192,3192,Cash,Paid
3193,3193,Cash,Paid
3194,3194,Cash,Paid
3195,3195,Bank Transfer,Paid
3196,3196,Cash,Paid
3197,3197,Bank Transfer,Paid
3198,3198,Cash,Paid
3199,3199,Bank Transfer,Paid
3200,3200,Card,Paid
3201,3201,Card,Paid
3202,3202,Bank Transfer,Pending
3203,3203,Card,Paid
3204,3204,Card,Paid
3205,3205,Bank Transfer,Paid
3206,3206,Cash,Paid
3207,3207,Cash,Paid
3208,3208,Bank Transfer,Paid
3209,3209,Card,Paid
3210,3210,Cash,Paid
3211,3211,Cash,Paid
3212,3212,Card,Paid
3213,3213,Bank Transfer,Pending
3214,3214,Bank Transfer,Paid
3215,3215,Cash,Paid
3216,3216,Bank Transfer,Paid
3217,3217,Card,Paid
3218,3218,Bank Transfer,Paid
3219,3219,Bank Transfer,Paid
3220,3220,Bank Transfer,Paid
3221,3221,Bank Transfer,Paid
3222,3222,Card,Paid
3223,3223,Bank Transfer,Paid
3224,3224,Cash,Paid
3225,3225,Bank Transfer,Paid
3226,3226,Cash,Pending
3227,3227,Card,Paid
3228,3228,Bank Transfer,Paid
3229,3229,Cash,Paid
3230,3230,Bank Transfer,Paid
3231,3231,Bank Transfer,Paid
3232,3232,Cash,Paid
3233,3233,Card,Refunded
3234,3234,Card,Paid
3235,3235,Card,Paid
3236,3236,Card,Paid
3237,3237,Card,Paid
3238,3238,Card,Paid
3239,3239,Bank Transfer,Paid
3240,3240,Bank Transfer,Paid
3241,3241,Cash,Pending
3242,3242,Card,Paid
3243,3243,Card,Paid
3244,3244,Card,Paid
3245,3245,Cash,Paid
3246,3246,Bank Transfer,Paid
3247,3247,Bank Transfer,Paid
3248,3248,Card,Paid
3249,3249,Bank Transfer,Paid
3250,3250,Bank Transfer,Paid
3251,3251,Bank Transfer,Paid
3252,3252,Card,Paid
3253,3253,Bank Transfer,Paid
3254,3254,Bank Transfer,Paid
3255,3255,Cash,Paid
3256,3256,Card,Refunded
3257,3257,Bank Transfer,Paid
3258,3258,Card,Paid
3259,3259,Bank Transfer,Paid
3260,3260,Card,Paid
3261,3261,Bank Transfer,Paid
3262,3262,Bank Transfer,Paid
3263,3263,Cash,Paid
3264,3264,Card,Pending
3265,3265,Bank Transfer,Paid
3266,3266,Cash,Paid
3267,3267,Cash,Pending
3268,3268,Card,Paid
3269,3269,Card,Paid
3270,3270,Cash,Paid
3271,3271,Card,Paid
3272,3272,Card,Paid
3273,3273,Card,Paid
3274,3274,Bank Transfer,Paid
3275,3275,Card,Pending
3276,3276,Card,Paid
3277,3277,Cash,Paid
3278,3278,Cash,Paid
3279,3279,Cash,Paid
3280,3280,Card,Paid
3281,3281,Card,Paid
3282,3282,Cash,Paid
3283,3283,Cash,Pending
3284,3284,Bank Transfer,Paid
3285,3285,Bank Transfer,Paid
3286,3286,Bank Transfer,Pending
3287,3287,Card,Paid
3288,3288,Card,Paid
3289,3289,Cash,Pending
3290,3290,Bank Transfer,Paid
3291,3291,Card,Paid
3292,3292,Bank Transfer,Paid
3293,3293,Bank Transfer,Paid
3294,3294,Card,Paid
3295,3295,Bank Transfer,Paid
3296,3296,Cash,Paid
3297,3297,Cash,Paid
3298,3298,Card,Pending
3299,3299,Bank Transfer,Paid
3300,3300,Cash,Paid
3301,3301,Bank Transfer,Pending
3302,3302,Cash,Paid
3303,3303,Cash,Paid
3304,3304,Bank Transfer,Paid
