order_id,customer_id,employee_id,product_id,quantity,order_date
2194,336,79,4,1,2024-12-29
2195,390,82,44,1,2024-03-11
2196,1000,99,8,9,2025-10-01
2197,525,30,47,1,2024-02-02
2198,240,98,19,3,2024-06-05
2199,832,42,47,2,2024-11-25
2200,958,11,40,4,2025-12-16
2201,483,27,40,1,2025-12-07
2202,659,24,9,1,2025-01-21
2203,716,99,30,4,2025-09-12
2204,592,39,17,4,2024-06-07
2205,891,72,40,7,2025-06-22
2206,555,18,44,8,2024-08-14
2207,458,77,15,8,2024-09-08
2208,89,45,4,8,2025-01-01
2209,660,88,6,9,2024-09-18
2210,95,87,16,1,2025-10-07
2211,452,12,26,9,2025-06-21
2212,428,49,37,8,2024-02-12
2213,151,94,23,1,2025-06-14
2214,514,31,13,7,2024-01-16
2215,376,92,47,9,2024-04-14
2216,22,22,17,4,2024-07-21
2217,883,44,27,9,2025-12-20
2218,313,92,22,1,2025-11-08
2219,997,64,37,9,2024-02-28
2220,840,77,19,6,2024-02-17
2221,519,25,39,4,2025-10-21
2222,206,51,35,5,2024-10-03
2223,952,7,13,7,2025-02-15
2224,375,6,14,4,2024-06-26
2225,451,24,48,8,2024-04-23
2226,626,19,31,3,2024-10-22
2227,784,83,45,2,2025-12-30
2228,595,100,2,1,2025-03-13
2229,179,9,46,6,2024-09-22
2230,210,36,39,2,2024-06-10
2231,500,40,37,8,2025-05-18
2232,464,93,14,4,2024-02-05
2233,840,24,9,9,2025-08-09
2234,124,48,10,4,2025-04-02
2235,993,63,7,4,2025-10-08
2236,113,69,28,8,2025-01-05
2237,12,53,46,8,2025-04-30
2238,126,54,25,5,2024-09-28
2239,565,42,46,3,2024-06-27
2240,331,45,28,2,2025-04-24
2241,901,90,2,9,2024-06-07
2242,283,14,17,9,2024-07-22
2243,140,29,4,5,2024-10-04
2244,401,6,13,8,2024-05-22
2245,902,7,18,7,2025-06-03
2246,97,37,3,3,2025-05-26
2247,517,53,37,5,2024-04-25
2248,569,18,33,9,2025-01-26
2249,924,87,41,4,2024-12-08
2250,846,38,24,3,2025-01-07
2251,69,59,8,7,2025-11-18
2252,118,1,35,8,2025-12-26
2253,888,68,2,5,2025-01-03
2254,59,44,33,8,2024-08-02
2255,33,47,12,5,2025-05-25
2256,318,35,22,9,2025-07-22
2257,50,87,13,7,2024-11-22
2258,880,91,10,5,2024-02-06
2259,489,60,17,9,2025-01-14
2260,19,90,43,5,2025-05-26
2261,726,52,5,8,2024-11-19
2262,197,8,9,4,2025-01-03
2263,891,80,13,9,2024-08-11
2264,450,41,23,6,2025-12-13
2265,990,3,30,6,2024-04-09
2266,559,96,43,3,2024-03-15
2267,679,69,4,3,2025-12-24
2268,452,84,21,4,2025-03-12
2269,289,14,43,1,2025-12-03
2270,141,96,9,6,2025-01-02
2271,84,26,7,1,2024-03-03
2272,694,70,16,4,2025-09-15
2273,391,58,23,7,2025-10-16
2274,591,100,23,6,2024-04-08
2275,215,40,31,8,2024-08-12
2276,526,51,5,4,2024-03-15
2277,215,5,6,9,2025-12-10
2278,403,77,1,8,2024-07-02
2279,128,32,48,5,2024-10-19
2280,822,80,28,6,2024-02-26
2281,477,1,18,5,2024-09-05
2282,760,77,24,6,2025-09-17
2283,404,54,13,1,2025-04-13
2284,29,11,33,4,2024-05-19
2285,792,53,10,9,2024-12-24
2286,338,8,7,4,2025-07-06
2287,831,25,37,2,2025-02-11
2288,714,40,32,6,2025-04-18
2289,361,32,45,2,2025-10-26
2290,569,88,22,3,2025-03-21
2291,392,28,16,7,2024-08-19
2292,218,78,24,4,2025-09-08
2293,574,3,14,1,2025-09-09
2294,669,100,11,9,2024-10-26
2295,202,91,19,6,2025-10-03
2296,17,84,23,9,2025-03-01
2297,322,79,34,3,2024-06-09
2298,518,62,40,5,2025-02-04
2299,570,27,13,9,2025-01-12
2300,325,45,39,6,2024-09-13
2301,412,92,44,2,2025-05-08
2302,318,25,28,1,2025-05-03
2303,681,61,40,9,2024-06-30
2304,965,44,16,1,2025-06-09
2305,82,97,50,5,2024-04-09
2306,474,46,28,1,2024-12-23
2307,468,14,4,5,2024-08-18
2308,425,8,28,5,2025-07-18
2309,945,48,12,7,2024-01-06
2310,731,14,16,7,2024-03-30
2311,689,65,49,1,2024-03-04
2312,204,80,36,9,2024-03-28
2313,583,82,20,1,2024-02-02
2314,387,7,26,5,2024-03-12
2315,778,79,26,7,2025-07-09
2316,98,88,22,8,2024-09-09
2317,345,49,9,2,2024-04-16
2318,803,55,5,1,2025-05-28
2319,208,13,17,4,2024-05-15
2320,514,73,49,4,2025-09-20
2321,636,56,34,6,2025-02-12
2322,792,56,2,1,2024-04-30
2323,586,15,7,1,2025-04-22
2324,166,57,36,3,2024-04-03
2325,22,58,13,5,2025-05-19
2326,154,35,20,6,2024-01-07
2327,939,88,30,5,2025-08-22
2328,439,97,30,5,2025-11-24
2329,295,16,11,9,2024-07-09
2330,219,8,31,2,2025-04-01
2331,669,93,3,1,2025-12-20
2332,495,87,2,6,2025-01-20
2333,230,45,48,9,2024-10-04
2334,20,95,3,7,2025-03-23
2335,987,40,15,8,2024-02-21
2336,553,54,17,5,2025-02-08
2337,950,14,48,4,2025-01-30
2338,148,59,7,6,2025-11-24
2339,108,94,48,3,2024-07-29
2340,403,53,5,1,2025-12-10
2341,596,27,34,4,2024-09-26
2342,483,47,33,9,2025-06-28
2343,367,80,45,4,2025-09-05
2344,834,6,16,1,2024-10-08
2345,414,55,37,4,2025-02-01
2346,309,97,3,7,2024-08-03
2347,802,44,47,3,2025-03-07
2348,918,18,48,6,2024-11-16
2349,835,16,43,1,2025-09-30
2350,134,12,50,4,2025-05-07
2351,719,20,21,3,2025-08-28
2352,283,45,41,1,2025-08-08
2353,778,64,8,3,2024-05-07
2354,73,59,22,4,2024-03-14
2355,481,93,5,5,2025-04-20
2356,352,94,17,6,2025-03-27
2357,560,90,37,2,2025-04-06
2358,326,22,14,2,2025-03-13
2359,745,97,39,6,2024-09-12
2360,443,47,41,5,2025-03-23
2361,100,29,28,1,2024-04-11
2362,59,86,31,3,2025-07-12
2363,508,45,17,5,2025-11-07
2364,258,77,35,2,2024-10-09
2365,413,9,40,1,2024-07-22
2366,452,24,22,9,2024-03-26
2367,65,15,45,5,2024-11-19
2368,595,36,48,2,2024-06-12
2369,154,13,29,4,2024-02-26
2370,985,91,10,3,2024-07-24
2371,266,44,18,7,2025-03-04
2372,821,71,35,1,2024-05-27
2373,79,72,44,4,2024-10-27
2374,315,78,16,7,2024-10-16
2375,662,76,50,5,2024-01-21
2376,947,36,49,4,2024-05-16
2377,560,61,7,4,2025-01-03
2378,917,81,30,2,2025-06-05
2379,891,40,19,8,2025-07-10
2380,248,93,23,4,2025-03-11
2381,790,27,8,2,2024-01-30
2382,868,1,17,9,2025-03-23
2383,610,34,21,7,2024-08-12
2384,414,68,26,3,2025-01-20
2385,25,88,28,7,2025-11-19
2386,284,21,39,1,2025-08-30
2387,449,33,33,1,2025-03-04
2388,881,7,40,4,2025-06-12
2389,301,65,19,4,2024-01-28
2390,68,3,29,4,2024-05-05
2391,7,51,20,9,2025-05-13
2392,817,79,20,6,2024-07-05
2393,137,95,10,3,2025-10-15
2394,164,54,12,6,2025-01-06
2395,83,80,33,2,2024-05-17
2396,897,74,25,2,2024-12-02
2397,650,93,25,7,2024-08-01
2398,420,59,4,3,2024-10-17
2399,73,6,4,7,2025-07-23
2400,237,29,9,3,2025-01-05
2401,46,17,15,2,2025-06-13
2402,618,60,26,4,2025-11-22
2403,928,22,15,4,2025-10-31
2404,800,24,26,3,2025-07-02
2405,262,81,28,9,2024-10-22
2406,176,85,7,6,2025-08-13
2407,166,51,32,5,2025-02-22
2408,657,50,12,6,2025-10-27
2409,842,11,35,8,2024-12-26
2410,370,56,32,5,2024-06-06
2411,795,71,9,4,2024-03-15
2412,54,42,14,7,2025-01-06
2413,690,39,13,5,2025-07-20
2414,419,69,44,4,2025-12-18
2415,756,48,33,5,2025-12-27
2416,507,57,32,4,2025-06-04
2417,341,21,19,8,2024-04-15
2418,127,82,30,8,2025-01-01
2419,409,99,16,1,2025-02-05
2420,924,20,12,3,2024-04-12
2421,367,15,10,4,2024-11-20
2422,271,69,2,2,2025-01-07
2423,644,77,18,5,2024-12-03
2424,605,51,13,8,2024-02-02
2425,379,76,29,2,2024-04-17
2426,73,62,24,9,2025-02-25
2427,923,85,38,7,2024-09-25
2428,922,37,12,6,2024-03-13
2429,915,6,29,8,2024-06-29
2430,248,71,22,2,2024-05-31
2431,860,26,36,5,2025-05-26
2432,785,8,1,4,2024-03-08
2433,43,73,43,8,2025-01-06
2434,377,91,40,1,2024-12-13
2435,41,4,34,3,2025-12-09
2436,170,21,34,8,2024-02-01
2437,946,31,48,5,2025-09-11
2438,212,21,33,4,2024-03-19
2439,493,25,4,6,2024-09-15
2440,680,15,38,5,2025-05-11
2441,39,35,30,3,2024-06-23
2442,369,49,46,5,2025-01-01
2443,757,43,20,4,2024-01-15
2444,151,41,26,1,2024-02-20
2445,111,37,15,1,2024-04-16
2446,480,57,7,7,2025-12-22
2447,436,42,7,4,2025-04-13
2448,47,47,50,1,2024-07-20
2449,575,92,29,6,2024-08-05
2450,737,61,23,1,2024-02-10
2451,366,14,34,8,2025-01-19
2452,69,68,20,9,2025-12-15
2453,299,53,15,3,2024-12-01
2454,944,84,33,7,2025-09-02
2455,802,34,17,5,2025-10-22
2456,296,76,20,3,2024-04-14
2457,203,97,13,5,2024-07-21
2458,61,24,44,7,2025-05-24
2459,946,20,24,7,2024-04-04
2460,963,69,47,9,2024-06-25
2461,830,30,37,8,2024-03-05
2462,314,88,7,4,2025-07-06
2463,161,7,8,5,2024-08-11
2464,331,36,23,5,2025-08-01
2465,528,38,14,2,2025-01-14
2466,338,80,4,7,2024-09-11
2467,606,52,21,7,2024-10-24
2468,304,15,46,9,2025-08-03
2469,503,46,10,9,2024-06-19
2470,650,23,22,4,2025-09-04
2471,338,12,30,5,2025-10-13
2472,550,93,30,7,2025-12-18
2473,639,44,16,7,2024-12-29
2474,275,15,11,8,2024-03-13
2475,164,93,22,8,2024-02-29
2476,443,49,29,2,2025-03-30
2477,319,21,25,9,2024-12-01
2478,589,15,14,4,2025-10-29
2479,504,14,14,1,2024-05-03
2480,686,42,2,1,2025-03-30
2481,387,80,13,5,2024-01-14
2482,970,15,3,7,2025-02-19
2483,870,63,30,5,2024-01-27
2484,833,68,18,3,2024-02-19
2485,888,27,36,7,2024-07-05
2486,603,87,21,1,2024-02-26
2487,750,93,19,1,2025-10-28
2488,776,53,16,2,2024-02-03
2489,691,52,28,1,2025-06-21
2490,494,63,4,9,2025-01-05
2491,490,73,15,4,2024-03-26
2492,721,53,1,7,2024-06-08
2493,73,57,48,5,2025-02-28
2494,509,52,47,7,2025-12-12
2495,390,43,16,7,2024-04-15
2496,619,7,20,1,2025-01-25
2497,857,42,33,1,2025-05-26
2498,295,4,17,3,2024-10-01
2499,369,69,5,2,2024-10-15
2500,956,5,5,7,2024-09-14
2501,796,75,39,3,2024-08-07
2502,865,92,13,7,2025-06-10
2503,694,80,44,9,2025-06-16
2504,549,41,36,1,2024-02-28
2505,649,94,30,3,2024-12-25
2506,850,4,4,6,2025-08-16
2507,568,2,23,9,2025-09-21
2508,187,67,21,5,2024-04-22
2509,853,21,21,3,2024-10-02
2510,770,70,6,8,2024-09-13
2511,445,43,24,5,2024-11-24
2512,570,82,47,6,2024-08-22
2513,363,69,31,2,2024-02-20
2514,123,9,19,4,2025-11-08
2515,188,84,38,1,2024-08-08
2516,742,28,12,4,2025-08-18
2517,680,26,14,1,2024-08-17
2518,420,82,50,4,2024-08-09
2519,626,83,12,2,2025-10-27
2520,252,3,15,6,2024-02-23
2521,619,73,19,6,2025-09-22
2522,549,100,28,8,2025-12-10
2523,335,95,40,9,2024-09-29
2524,92,49,41,8,2024-07-16
2525,530,17,5,1,2024-05-07
2526,866,63,5,3,2025-08-26
2527,63,55,6,6,2024-01-09
2528,662,23,23,1,2024-08-14
2529,512,34,3,8,2025-07-11
2530,139,69,37,6,2024-05-13
2531,698,15,33,1,2024-01-16
2532,185,47,43,2,2024-08-02
2533,205,3,21,6,2024-04-21
2534,772,83,20,8,2024-06-05
2535,214,28,1,5,2025-02-28
2536,256,3,39,1,2025-03-27
2537,135,4,47,2,2024-11-13
2538,573,88,17,4,2024-12-25
2539,875,31,29,4,2025-01-10
2540,822,45,8,7,2024-10-22
2541,88,59,26,2,2024-07-16
2542,836,45,28,7,2025-07-23
2543,988,75,34,7,2025-02-01
2544,207,37,26,7,2025-08-12
2545,129,65,13,3,2024-08-29
2546,823,9,44,6,2025-03-04
2547,3,17,37,6,2025-09-02
2548,974,65,13,4,2024-01-06
2549,934,3,38,1,2024-11-13
2550,754,26,25,9,2024-07-30
2551,121,53,47,2,2024-09-29
2552,385,31,23,9,2024-03-24
2553,614,26,22,8,2025-09-15
2554,38,23,21,1,2025-12-10
2555,341,30,30,7,2024-12-25
2556,925,10,11,3,2025-01-15
2557,645,72,4,9,2025-06-23
2558,714,89,33,5,2024-05-20
2559,860,64,47,3,2025-05-24
2560,21,22,12,8,2024-06-21
2561,242,15,9,3,2024-01-20
2562,455,56,32,7,2025-09-20
2563,963,74,11,7,2025-05-17
2564,621,20,37,7,2025-07-19
2565,303,47,24,1,2024-08-14
2566,596,87,7,5,2024-04-18
2567,595,53,8,1,2024-11-15
2568,803,53,33,7,2024-11-03
2569,964,1,25,8,2024-03-27
2570,69,2,1,7,2024-08-15
2571,129,58,3,1,2024-11-05
2572,196,19,40,3,2025-01-13
2573,140,62,28,3,2025-08-05
2574,444,78,43,7,2025-01-19
2575,283,72,33,4,2024-04-22
2576,312,12,46,3,2024-10-19
2577,746,26,1,6,2024-10-31
2578,535,27,38,6,2024-10-17
2579,665,29,27,5,2024-04-14
2580,277,15,38,6,2024-10-17
2581,61,46,35,3,2025-04-21
2582,319,1,10,5,2025-06-04
2583,890,60,12,9,2025-11-07
2584,52,92,10,4,2024-02-29
2585,856,57,34,2,2024-11-07
2586,153,3,24,5,2024-04-15
2587,749,18,28,3,2025-09-14
2588,311,52,22,3,2024-03-29
2589,814,60,45,4,2024-09-24
2590,544,34,16,4,2025-08-05
2591,567,96,13,5,2024-04-28
2592,864,93,36,7,2025-03-20
2593,389,89,36,4,2025-03-04
2594,548,60,43,7,2024-12-16
2595,622,26,23,9,2024-11-01
2596,177,72,14,3,2025-09-06
2597,362,19,32,5,2024-07-20
2598,314,22,3,4,2024-01-23
2599,807,93,27,9,2024-03-30
2600,848,33,19,5,2025-04-15
2601,97,38,22,2,2024-04-02
2602,881,35,1,1,2024-10-11
2603,213,67,5,7,2025-11-13
2604,829,83,49,1,2024-11-04
2605,137,10,33,8,2025-06-19
2606,6,91,19,9,2025-01-10
2607,109,15,36,7,2025-12-14
2608,547,11,6,9,2025-05-13
2609,39,90,15,6,2025-09-27
2610,662,24,36,7,2024-05-21
2611,425,77,33,3,2024-02-21
2612,630,96,24,9,2024-03-10
2613,261,4,27,3,2024-09-16
2614,426,13,49,6,2025-11-28
2615,87,73,11,4,2025-12-19
2616,465,57,49,9,2024-10-19
2617,76,98,23,1,2025-01-12
2618,471,37,33,9,2024-02-08
2619,976,48,41,4,2024-12-13
2620,963,71,46,5,2025-07-31
2621,414,1,47,1,2025-06-08
2622,825,60,29,1,2025-12-06
2623,895,12,31,6,2025-05-20
2624,726,21,1,1,2025-01-16
2625,457,11,34,2,2025-02-28
2626,285,44,18,3,2025-03-11
2627,239,58,18,7,2025-10-06
2628,677,44,6,2,2025-12-07
2629,599,78,40,5,2024-11-17
2630,653,98,1,9,2025-08-12
2631,672,34,47,8,2024-09-06
2632,558,25,42,8,2024-06-28
2633,372,4,30,2,2025-11-19
2634,495,64,4,1,2024-01-29
2635,624,90,32,9,2025-05-10
2636,919,16,10,4,2025-11-08
2637,45,10,43,9,2024-11-21
2638,401,66,5,7,2025-10-09
2639,247,35,9,6,2024-07-05
2640,616,83,5,9,2024-02-24
2641,597,6,11,4,2025-05-28
2642,450,19,35,1,2025-02-13
2643,485,59,27,5,2024-01-17
2644,646,53,4,6,2025-07-24
2645,620,8,10,6,2024-03-28
2646,18,78,39,1,2024-08-10
2647,606,10,33,7,2024-02-27
2648,662,67,38,8,2025-12-04
2649,758,38,8,5,2025-07-15
2650,289,29,49,2,2025-12-25
2651,414,15,24,2,2024-08-17
2652,721,87,39,5,2024-06-02
2653,638,23,33,7,2024-09-29
2654,235,82,41,7,2024-02-15
2655,416,46,43,4,2025-03-27
2656,938,83,19,3,2024-11-01
2657,499,28,2,9,2025-03-02
2658,974,26,11,7,2024-04-27
2659,634,10,35,2,2025-11-18
2660,650,47,17,1,2025-08-02
2661,115,4,42,2,2024-09-07
2662,932,55,3,3,2025-02-06
2663,674,66,22,5,2024-07-18
2664,713,67,35,3,2024-05-25
2665,234,7,21,9,2024-02-20
2666,540,55,25,4,2025-01-02
2667,11,80,39,7,2025-11-28
2668,206,31,2,4,2024-11-15
2669,679,74,1,3,2024-07-17
2670,247,19,7,1,2025-03-16
2671,559,28,20,9,2024-05-24
2672,758,81,43,1,2024-02-28
2673,127,28,6,1,2025-12-07
2674,147,19,36,1,2024-05-22
2675,118,87,21,5,2024-08-10
2676,911,20,46,7,2024-04-09
2677,382,13,35,7,2024-01-26
2678,412,77,36,1,2025-03-07
2679,664,43,8,6,2025-06-09
2680,584,11,50,9,2024-05-01
2681,363,48,4,6,2025-04-09
2682,509,15,43,4,2024-09-21
2683,137,17,16,9,2024-01-07
2684,175,54,3,3,2024-08-07
2685,289,50,7,4,2025-11-25
2686,958,28,2,4,2025-01-30
2687,481,83,1,4,2025-04-01
2688,19,4,1,6,2024-04-17
2689,195,22,38,7,2025-05-06
2690,330,86,7,9,2025-09-27
2691,936,39,24,3,2025-11-12
2692,175,34,5,8,2025-04-04
2693,449,97,21,8,2024-01-09
2694,925,44,28,1,2025-01-01
2695,946,42,18,5,2024-05-04
2696,354,40,24,5,2024-06-10
2697,499,97,32,8,2024-02-05
2698,141,12,45,8,2024-01-04
2699,758,2,33,2,2025-02-16
2700,897,28,10,3,2024-03-27
2701,930,74,9,2,2025-04-27
2702,93,86,49,1,2025-08-25
2703,944,81,33,2,2024-02-27
2704,239,90,33,6,2024-05-19
2705,205,67,7,1,2024-06-20
2706,560,71,4,6,2024-09-16
2707,433,72,28,1,2025-05-09
2708,245,84,23,2,2024-01-25
2709,832,76,32,8,2024-07-16
2710,317,99,44,6,2025-08-01
2711,925,81,16,9,2025-02-26
2712,295,92,46,1,2024-04-27
2713,640,10,10,5,2024-01-06
2714,856,86,14,7,2024-04-06
2715,282,57,39,9,2024-03-12
2716,17,97,36,9,2025-03-07
2717,71,86,34,4,2025-01-14
2718,269,37,24,4,2025-07-03
2719,325,77,18,4,2024-02-25
2720,794,91,16,3,2025-09-06
2721,305,64,41,8,2024-04-12
2722,451,79,37,5,2024-08-03
2723,7,86,41,7,2024-01-21
2724,314,94,25,6,2025-09-18
2725,817,40,8,9,2024-07-28
2726,103,98,24,3,2024-10-17
2727,821,60,20,6,2025-12-15
2728,193,98,48,3,2024-07-06
2729,753,48,30,2,2024-05-30
2730,574,99,20,3,2024-07-09
2731,529,19,18,2,2025-02-10
2732,171,72,4,2,2024-08-01
2733,537,33,48,7,2025-07-07
2734,251,44,36,3,2025-04-22
2735,765,92,6,8,2024-07-12
2736,387,37,3,2,2024-09-06
2737,207,89,18,7,2025-08-15
2738,541,36,47,3,2024-02-10
2739,629,81,40,9,2025-01-04
2740,416,88,18,7,2024-01-20
2741,794,21,23,9,2024-01-09
2742,380,2,35,2,2025-09-27
2743,144,31,6,6,2024-07-21
2744,25,97,26,5,2025-08-12
2745,822,30,21,2,2025-12-22
2746,668,76,24,4,2024-01-18
2747,73,44,15,4,2024-11-14
2748,632,12,27,8,2025-12-12
2749,824,51,32,7,2024-10-08
2750,833,49,12,5,2025-04-20
2751,93,24,5,9,2024-09-08
2752,505,24,7,1,2024-12-05
2753,598,60,22,4,2025-04-06
2754,336,11,27,5,2025-09-22
2755,425,13,15,8,2025-02-04
2756,499,91,39,3,2025-01-05
2757,364,72,45,5,2024-10-08
2758,947,74,35,3,2025-01-24
2759,630,72,26,7,2024-12-02
2760,745,64,23,3,2024-12-10
2761,199,20,13,7,2025-06-02
2762,718,72,26,2,2024-09-29
2763,413,73,3,7,2024-09-09
2764,339,71,29,9,2025-10-01
2765,659,78,2,5,2025-01-08
2766,962,28,28,6,2025-08-26
2767,937,2,23,3,2024-01-06
2768,429,43,36,5,2025-02-17
2769,783,8,49,5,2025-08-08
2770,899,13,6,3,2025-05-12
2771,139,85,11,8,2024-02-25
2772,693,92,38,6,2025-02-01
2773,942,35,34,3,2024-08-25
2774,542,23,17,1,2025-05-04
2775,57,46,3,1,2024-01-22
2776,232,15,44,2,2025-03-16
2777,658,2,46,5,2024-02-10
2778,435,61,34,7,2024-09-14
2779,384,76,22,1,2025-03-26
2780,560,64,29,1,2024-02-17
2781,194,52,29,4,2025-05-17
2782,736,36,5,6,2024-05-18
2783,648,67,10,9,2024-07-20
2784,534,69,10,1,2025-10-13
2785,518,67,9,5,2025-05-23
2786,716,47,21,9,2025-10-15
2787,751,83,13,8,2024-10-12
2788,185,2,10,7,2024-08-20
2789,872,44,38,2,2024-11-11
2790,292,64,11,9,2025-04-05
2791,335,81,4,8,2025-10-31
2792,732,78,46,9,2025-07-03
2793,116,28,31,9,2025-08-09
2794,825,91,49,9,2024-11-16
2795,49,54,34,3,2024-06-23
2796,685,74,42,7,2024-02-08
2797,82,67,35,1,2025-03-08
2798,834,36,39,9,2025-04-29
2799,333,63,39,9,2025-08-07
2800,557,25,33,3,2024-02-27
2801,335,86,8,5,2025-05-10
2802,532,48,32,8,2025-08-23
2803,960,39,33,6,2024-05-13
2804,221,47,8,9,2025-10-16
2805,635,94,46,3,2025-05-23
2806,746,21,14,7,2025-08-29
2807,733,30,34,6,2024-06-04
2808,323,92,8,5,2024-07-19
2809,851,31,42,4,2025-05-13
2810,3,26,7,5,2025-02-05
2811,694,22,13,4,2025-05-10
2812,206,21,21,3,2025-05-02
2813,832,1,47,7,2024-06-08
2814,40,37,32,6,2024-07-29
2815,59,77,11,4,2025-03-28
2816,951,85,14,9,2025-11-14
2817,574,46,11,1,2024-03-10
2818,644,9,2,1,2024-11-09
2819,507,17,34,9,2025-03-06
2820,572,47,44,7,2025-01-16
2821,884,85,47,2,2025-10-18
2822,843,95,17,5,2024-06-15
2823,122,59,14,4,2025-01-25
2824,479,54,25,1,2024-11-14
2825,619,86,48,9,2024-04-26
2826,96,12,27,6,2025-11-27
2827,859,64,8,6,2025-05-26
2828,414,6,17,4,2024-07-21
2829,235,53,5,2,2024-06-10
2830,898,16,12,8,2025-04-06
2831,62,90,38,8,2025-11-30
2832,256,5,18,3,2025-07-08
2833,561,73,26,7,2024-07-19
2834,905,46,31,7,2024-08-18
2835,348,14,37,5,2025-05-30
2836,671,44,6,5,2024-07-24
2837,124,63,41,8,2024-11-26
2838,482,94,15,4,2025-08-28
2839,317,52,42,1,2024-12-12
2840,504,26,49,1,2024-12-14
2841,719,53,26,9,2024-06-08
2842,48,29,12,4,2025-09-16
2843,409,19,41,1,2024-09-08
2844,932,47,47,2,2024-08-09
2845,136,8,14,7,2025-08-28
2846,201,23,1,2,2025-01-28
2847,250,35,17,1,2025-01-30
2848,314,95,33,9,2024-06-15
2849,869,53,29,5,2025-03-27
2850,368,99,45,4,2024-05-17
2851,429,96,31,4,2024-07-28
2852,830,58,8,1,2025-08-07
2853,807,5,30,3,2024-08-01
2854,480,16,13,1,2024-12-25
2855,314,17,16,5,2025-10-24
2856,500,32,2,5,2024-08-22
2857,721,96,45,9,2025-12-28
2858,355,52,18,8,2025-01-31
2859,485,20,35,5,2024-10-30
2860,211,66,45,5,2024-04-18
2861,704,84,19,7,2025-01-24
2862,44,82,13,2,2024-04-29
2863,541,1,4,7,2025-09-01
2864,571,58,19,1,2024-07-28
2865,583,93,50,5,2025-03-02
2866,92,93,25,6,2025-06-27
2867,265,83,38,1,2024-11-25
2868,895,44,31,9,2024-08-13
2869,220,6,36,9,2025-12-27
2870,902,50,4,1,2025-09-26
2871,925,72,39,4,2024-05-26
2872,442,88,7,8,2024-12-05
2873,401,20,16,2,2025-07-17
2874,400,14,48,8,2024-06-28
2875,727,5,5,9,2024-10-16
2876,991,41,47,9,2024-07-05
2877,899,40,23,1,2025-04-30
2878,789,34,36,9,2024-12-02
2879,576,80,32,4,2024-04-17
2880,858,45,24,8,2024-05-05
2881,804,71,25,9,2025-12-06
2882,490,80,45,3,2024-02-03
2883,485,71,28,6,2025-03-13
2884,757,27,19,3,2024-10-02
2885,470,78,7,1,2025-05-08
2886,574,78,44,6,2024-06-30
2887,938,44,41,5,2024-08-26
2888,844,33,17,3,2024-12-13
2889,682,33,2,4,2024-05-25
2890,445,44,16,2,2024-02-13
2891,269,20,39,4,2025-05-13
2892,267,36,18,4,2024-10-21
2893,54,7,39,3,2025-06-14
2894,528,32,1,6,2025-12-27
2895,520,67,3,1,2024-07-29
2896,616,39,21,9,2025-02-05
2897,59,93,30,3,2024-08-18
2898,825,24,11,3,2024-12-04
2899,40,86,22,3,2024-01-05
2900,237,70,47,7,2024-11-06
2901,955,88,25,8,2024-06-10
2902,386,87,3,2,2024-08-03
2903,606,54,30,1,2025-09-03
2904,734,38,24,5,2024-06-19
2905,716,74,45,8,2024-09-08
2906,650,80,36,3,2025-11-11
2907,300,75,23,6,2024-02-07
2908,395,32,8,3,2024-08-15
2909,207,45,4,6,2025-09-28
2910,336,61,50,4,2024-10-04
2911,593,70,39,7,2024-10-11
2912,730,88,43,1,2025-05-24
2913,514,97,31,1,2025-10-10
2914,178,53,29,5,2024-12-31
2915,396,51,36,9,2025-09-11
2916,371,76,13,5,2024-03-08
2917,858,56,41,4,2024-04-13
2918,791,27,9,8,2025-02-04
2919,658,38,21,5,2024-09-02
2920,318,62,3,1,2025-11-07
2921,736,18,25,7,2024-07-10
2922,369,64,25,4,2025-12-07
2923,384,77,12,5,2025-10-05
2924,62,30,29,6,2024-10-22
2925,806,49,11,7,2024-05-23
2926,505,41,11,2,2024-01-26
2927,239,13,49,1,2024-09-07
2928,195,34,26,3,2025-08-29
2929,678,100,14,1,2025-12-12
2930,963,94,16,4,2025-09-06
2931,222,25,10,6,2024-07-11
2932,61,66,31,5,2025-01-15
2933,129,100,31,4,2024-01-02
2934,990,18,36,7,2025-08-25
2935,685,5,10,6,2024-02-14
2936,992,19,26,3,2024-01-03
2937,156,42,20,9,2025-03-24
2938,917,18,44,5,2025-07-29
2939,378,32,9,1,2024-05-14
2940,622,21,15,6,2024-10-17
2941,781,10,9,5,2024-10-04
2942,923,37,7,8,2024-06-24
2943,868,49,26,4,2024-10-08
2944,903,86,24,1,2024-04-29
2945,790,13,12,2,2024-06-22
2946,586,55,20,8,2025-03-14
2947,999,17,14,8,2025-04-03
2948,437,9,22,5,2025-09-21
2949,975,88,16,6,2024-12-06
2950,207,44,29,2,2025-11-27
2951,388,78,32,9,2025-12-26
2952,480,46,19,6,2024-04-30
2953,791,8,35,9,2025-07-28
2954,887,37,43,3,2025-10-22
2955,838,19,32,6,2025-05-07
2956,984,63,20,5,2024-10-02
2957,340,92,40,9,2024-01-29
2958,869,46,20,1,2025-11-15
2959,340,94,8,9,2024-08-31
2960,204,71,35,5,2024-11-16
2961,161,26,42,1,2025-10-04
2962,540,46,13,8,2024-12-17
2963,392,46,41,7,2025-06-15
2964,769,75,6,6,2024-03-21
2965,677,14,47,2,2024-10-19
2966,575,85,16,5,2024-10-20
2967,534,63,5,3,2025-05-11
2968,70,72,45,2,2025-04-02
2969,893,3,34,1,2025-11-12
